,Post ID,Comments
8406,CqvoiuKhYaA,❤️❤️❤️❤️
8407,CqvoiuKhYaA,😍😍😍
8408,CqvoiuKhYaA,2???
8409,CqvoiuKhYaA,🙌🔥
8410,CqvoiuKhYaA,❤️❤️
8411,CqvoiuKhYaA,We need the basic ad plan on roku
8412,CqvoiuKhYaA,Please please release the Spiderman film No way home
8413,CqvoiuKhYaA,Booooooooo Kathy Kennedy boooooo
8414,CqvoiuKhYaA,Mid series
8415,CqvoiuKhYaA,❤️❤️❤️
8416,CqvoiuKhYaA,#1movie1time
8417,CqvoiuKhYaA,@bhekid86
8418,CqvoiuKhYaA,"No one cares about this series, pass the good shiz😂"
8419,CqveZEWBZL8,This just looks sad
8420,CqveZEWBZL8,Yoooooo Squid Game :O
8421,CqveZEWBZL8,"Finally I can see myself in Star Wars, even though I spent years being a fan already because of the quality of the storytelling. #representationmatters"
8422,CqveZEWBZL8,리 정 재👏👏
8423,CqveZEWBZL8,Gonna be a horrible show
8424,CqveZEWBZL8,Yo is that guy on the right Chewbacca? 🤩
8425,CqveZEWBZL8,When you order star wars from wish
8426,CqveZEWBZL8,Yes Dafne
8427,CqveZEWBZL8,Dafne Keen!!!!!👏💗👏 Emocionado por su actuación y el resto del cast!!!!!
8428,CqveZEWBZL8,❤️❤️❤️😍😍😍😍
8429,CqveZEWBZL8,Gente a Dafne 😮
8430,CqveZEWBZL8,Ummm.....Ezra with Disney?!? Is that a good idea?
8431,CqveZEWBZL8,Padme Cosplay for the Win!
8432,CqveZEWBZL8,I can't wait to see Star Wars The Acolyte my Dafne and the rest of the actors.
8433,CqveZEWBZL8,For anyone wondering the guy on right most (joonas) is almost 7 feet tall.
8434,CqveZEWBZL8,That dude tall
8435,CqveZEWBZL8,"Im not being rude or mean,but Who is the tall guy."
8436,CqveZEWBZL8,❤️❤️
8437,CqveZEWBZL8,Manny!!!!
8438,CqveZEWBZL8,Lee Jung-Jae 🙌❤️
8439,CqveZEWBZL8,Why does the lady in pink remind me of Steve from stranger things
8440,CqveZEWBZL8,Omg Joonas is there! Does this mean we'll get some more Wookiee action??
8441,CqveZEWBZL8,With special guest star Goliath
8442,CqveZEWBZL8,❤️❤️❤️❤️❤️❤️
8443,CqveZEWBZL8,❤️❤️❤️
8444,CqveZEWBZL8,"Dafne, my fav😍😍❤️❤️❤️🔥🔥"
8445,CqveZEWBZL8,Ip man and X-23 yessah !! Here for it 🙌🏼
8446,CqveZEWBZL8,Can't wait! 🔥
8447,CqveZEWBZL8,Dafneeeee 🛐💞
8448,CqveZEWBZL8,Nobody really cares about this one.  I hope it doesn’t suck
8449,CqveZEWBZL8,Wesley snipes for the win
8450,CqveZEWBZL8,The footage though 😍🙌🔥🔥
8451,CqveZEWBZL8,@from_jjlee 🔥🔥
8452,CqveZEWBZL8,👎🗑😒
8453,CqveZEWBZL8,Ver actores asiaticos es fantastico! Creci con el universo #starwars y seguire en él #starwarscelebration
8454,CqveZEWBZL8,Joonas the 🐐
8455,CqveZEWBZL8,Joonas is huggee
8456,CqveZEWBZL8,"This different, I'm here for different"
8457,CqveZEWBZL8,Well the tall guy I recognize as the guy who plays Chewbacca
8458,CqveZEWBZL8,Chewbacca in on! Yeeeesss!!! 🔥🔥🔥
8459,CqveZEWBZL8,Dafne looks gorgeous
8460,CqveZEWBZL8,❤️❤️❤️❤️❤️
8461,CqveZEWBZL8,I hope Kathleen Kennedy doesn’t ruin this too
8462,CqveZEWBZL8,Jung jae 🔥🔥🔥🔥🔥
8463,CqveZEWBZL8,What a cast!! 👏👏👏
8464,CqveZEWBZL8,Go Charlie!!!! ❤️
8465,CqveZEWBZL8,💙💙💙💙❤️❤️
8466,CqveZEWBZL8,Center girl sure is pretty.
8467,CqveZEWBZL8,So Chewie is in this ?
8468,CqveZEWBZL8,Yay yay !!!
8469,Cqu-kPqs-Vn,Where is thrawn? Is he alright ? Is he safe?
8470,Cqu-kPqs-Vn,Wheres the jeremy rener interview? i was looking forward to watching it as i missed it on tv
8471,Cqu-kPqs-Vn,Not you tagging the wrong actress on the wrong person🫤🫤🫤🫤
8472,Cqu-kPqs-Vn,Star wars is dead. You guys ruined mandalorian now.
8473,Cqu-kPqs-Vn,Who is mary elizabeth winstead playing?
8474,Cqu-kPqs-Vn,❤️
8475,Cqu-kPqs-Vn,
8476,Cqu-kPqs-Vn,DELETE THE SEQUELS.
8477,Cqu-kPqs-Vn,Cool
8478,Cqu-kPqs-Vn,❤️❤️
8479,Cqu-kPqs-Vn,It’s happening 👏👏👏👏👏
8480,Cqu-kPqs-Vn,So amazing
8481,Cqu-kPqs-Vn,SOOOOO READY FOR THIS! 👏✨🥹
8482,Cqu-kPqs-Vn,👏👏👏👏
8483,Cqu-kPqs-Vn,Star Wars is dead.
8484,Cqu-kPqs-Vn,@disneyplus where’s the Jeremy Renner interview? Its suppose to be on Disney+ and you failed to put it on for all of us to watch it!
8485,Cqu-kPqs-Vn,@azkisorayya soka
8486,Cqu-kPqs-Vn,@jaredjekyll MEW joining the 💫 wars
8487,Cqu-kPqs-Vn,🔥🔥🔥❤️❤️
8488,Cqu-kPqs-Vn,Nice!
8489,Cqu-kPqs-Vn,💙💙
8490,Cqu-kPqs-Vn,Please Disney give we Aladdin series fans the Aladdin series. Me so many other Aladdin series fans missing your wonderful beloved funny the Aladdin series so much. Peter Jöback dan Ekborg Anders öjebo some Swedish voices the Aladdin series. So please Disney you have rights the Aladdin series. Can not finally soon enjoy all episodes classic best cartoon Disney series missing the Aladdin series usa Sweden disney plus. @disneyplus @disneytva @disneystudios @disneyanimation @disneyaladdin @disneytvstudios
8491,Cqu-kPqs-Vn,Every movie I try to play in the mornings says malformed data or protected license error??? What’s going on here?
8492,Cqu-kPqs-Vn,❤️
8493,Cqu-kPqs-Vn,👏Mary!!! ❤️❤️
8494,Cqu-kPqs-Vn,Coloca logo o avatar 2 eu quero ver
8495,Cqu-kPqs-Vn,👏👏👏
8496,Cqu-kPqs-Vn,😍😍😍😍😍
8497,Cqu-kPqs-Vn,So excited for this!!!
8498,Cqu-kPqs-Vn,Star Wars died with the sequels and The Mandalorian kept it on life support! But now the money made from The Mandalorian is funding a Rey film and that’s me out! Unsubscribing and unfollowing every thing Star Wars! Congratulations you’ve learned nothing!
8499,Cqu-kPqs-Vn,🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌🙌
8500,Cqu-kPqs-Vn,❤️❤️❤️❤️❤️❤️❤️❤️❤️
8501,Cqu-kPqs-Vn,Who playing Thrawn?!?!?!?
8502,Cqu-kPqs-Vn,Trailer looks so good!!! 🔥🔥🔥
8503,Cqu-kPqs-Vn,👏
8504,Cqu-kPqs-Vn,The Same actor for Ahsoka in the Mando series was really good
8505,Cqu-kPqs-Vn,😍
8506,Cqu-kPqs-Vn,😍😍😍
8507,Cqu-kPqs-Vn,We need #EzraBridger back @StarWars
8508,Cqu-kPqs-Vn,I need to see this show 🥺
8509,Cqu8G0vsdYe,Star Wars is DEAD and Disney did it🤷‍♂️There's no possible way Disney Star Wars is going to work rn even Mando failed😬ATP yall need to step back leave it alone for a few years and come back with a fresh Start
8510,Cqu8G0vsdYe,Hayden gonna be in this??
8511,Cqu8G0vsdYe,
8512,Cqu8G0vsdYe,Now she’s starting to look more like Ashoka.
8513,Cqu8G0vsdYe,The Mandalorian saved the Star Wars universe
8514,Cqu8G0vsdYe,Lower your expectations they gonna mess this up
8515,Cqu8G0vsdYe,Please don't suck 🙏
8516,Cqu8G0vsdYe,What in the oompa loompa is going here?
8517,Cqu8G0vsdYe,Give us Hayden Christensen
8518,Cqu8G0vsdYe,I'm tired of these celebrities or celebrity actors! Pick an unknown that's skilled change someone's life!
8519,Cqu8G0vsdYe,Ashoka is easily my favorite character in the series. I'm hoping they'll explore the reprocussions and rewards that being Darth Vader's Padawan has brought for her.
8520,Cqu8G0vsdYe,The only show I’m looking forward to lol
8521,Cqu8G0vsdYe,Expectations are high on this especially from her appearance in the 2nd season of Mando
8522,Cqu8G0vsdYe,❤️
8523,Cqu8G0vsdYe,"Literally watching season 2 of rebels and this dropped! I need to catch up! It’s so crazy to see Sabine and Hera in live action, what the heck!!"
8524,Cqu8G0vsdYe,should’ve been a cartoon
8525,Cqu8G0vsdYe,Finally!
8526,Cqu8G0vsdYe,Pls forgive me for asking but is that a helmet or her hair? I can never tell 😭
8527,Cqu8G0vsdYe,The trailer was insane 🔥
8528,Cqu8G0vsdYe,Yeessss I'm so excited!!
8529,Cqu8G0vsdYe,OMGGGGG 😍
8530,Cqu8G0vsdYe,This gotta be some fire. After the absolute masterpiece we got in the final season of clone wars
8531,Cqu8G0vsdYe,❤️❤️
8532,Cqu8G0vsdYe,CAN'T WAIT !!!! This series is going to be Awesome !!
8533,Cqu8G0vsdYe,This is where the fun begins
8534,Cqu8G0vsdYe,Bachpan Se Star Wars Fan 🔥🙌❤️
8535,Cqu8G0vsdYe,God im so excited for this
8536,Cqu8G0vsdYe,she always used to be my fav 🥹
8537,Cqu8G0vsdYe,Please be good
8538,Cqu8G0vsdYe,"About time, a well-deserved character got their own series. I’m excited to see what this turns out to be."
8539,Cqu8G0vsdYe,Hoping this show is entirely well done and doesn't rely on Mando to make a cameo again to get fans to watch
8540,Cqu8G0vsdYe,Ahsoka is the only reason I watch Star Wars now her story is amazing
8541,Cqu8G0vsdYe,Incredible 🔥!!
8542,Cqu8G0vsdYe,@lyndonbrink_media
8543,Cqu8G0vsdYe,@jesusluna_11
8544,Cqu8G0vsdYe,@jeff.teixeira.s
8545,Cqu8G0vsdYe,@calleandrei SER!
8546,Cqu8G0vsdYe,@chaz_thedon
8547,Cqu8G0vsdYe,@stephano_salvatore al fin hacen una serie de la egipcia
8548,Cqu8G0vsdYe,@bastien_lefevr aaahhh OMG !
8549,Cqu8G0vsdYe,@lucas_shone
8550,Cqu8G0vsdYe,@fluxandfluidity @in.phi.nit.roots369 like whatt?!? Super excited or what?
8551,Cqu8G0vsdYe,@sliweczzka
8552,Cqu8G0vsdYe,I was excited before watching season 3 of Mando @cass.berg
8553,Cqu8G0vsdYe,This is the way! @sourjyadiptam
8554,Cqu8G0vsdYe,@maikatheriault 😍
8555,Cqu8G0vsdYe,@sbyun 🤓🐶
8556,Cqu8G0vsdYe,@tilldycker
8557,Cqu8G0vsdYe,@sol1232015 SHOWWWW
8558,Cqu8G0vsdYe,@pieterpaul 🔥
8559,Cqu7drKsW9X,What's with this just announced stuff? It's all been announced before.
8560,Cqu7drKsW9X,I thought these were already announced?
8561,Cqu7drKsW9X,i don’t understand why people dislike star wars i understand that the movies with rey in it make no sense and disney is kinda ruining the franchise but star wars is more than just jedi and sith fighting it’s a galaxy not everybody out there swinging sabers and fighting the empire
8562,Cqu7drKsW9X,Who are those kids💀
8563,Cqu7drKsW9X,We already knew this… you could say “reaffirmed” instead of “announced”
8564,Cqu7drKsW9X,"Again not just announced, announced at D23"
8565,Cqu7drKsW9X,okey but no one asked
8566,Cqu7drKsW9X,"Bad batch is the best show, showing the life of the clones"
8567,Cqu7drKsW9X,Another announcement that’ll probably end up getting cancelled.
8568,Cqu7drKsW9X,"Just announced at #StarWarsCelebration:
Shit you already knew"
8569,Cqu7drKsW9X,"If it’s not about Jedi, yoda, or a skywalker, I won’t want it."
8570,Cqu7drKsW9X,Putting Filoni and Favreau on the stage doesn't even give me hope any more. Not after what they did to Mando
8571,Cqu7drKsW9X,Dang there really is no pleasing anyone at this point.
8572,Cqu7drKsW9X,A new series rey trying to build jedi order i think it will be a shitshow again (didnt she left the way of force after the last movie)
8573,Cqu7drKsW9X,They should make it more clear that the announcements aren’t the shows themselves but the new actors joining and/or release dates finally being announced
8574,Cqu7drKsW9X,"Destroying Star Wars, one waisted episode, one ruined series, one pointless character, and a space pirate at a time."
8575,Cqu7drKsW9X,"I like Star Wars shows, but I don’t want a constant stream of Star Wars, I want to wait for something I really enjoy."
8576,Cqu7drKsW9X,Why announce projects when there's a 90% chance it will be canceled?
8577,Cqu7drKsW9X,"No Brasil, Esqueleto Cru!"
8578,Cqu7drKsW9X,Star Wars is being milked at this point
8579,Cqu7drKsW9X,Skeleton crew sucks
8580,Cqu7drKsW9X,"Dios, te ruego que ya dejen morir Star Wars con dignidad!!!"
8581,Cqu7drKsW9X,Amazing!
8582,Cqu7drKsW9X,Man y’all fell off
8583,Cqu7drKsW9X,Make a Nien Nunb show.
8584,Cqu7drKsW9X,Please just make it stop. You ruined the brand already. Just make it stop
8585,Cqu7drKsW9X,don't care is lando cancelled or not
8586,Cqu7drKsW9X,Maybe watch it before making judgments?  Just saying. 🙄
8587,Cqu7drKsW9X,❤️
8588,Cqu7drKsW9X,Is Lizzo going to star in it.
8589,Cqu7drKsW9X,🔥🔥🔥❤️❤️❤️
8590,Cqu7drKsW9X,Why is there a Ford Pickup truck in Star Wars?
8591,Cqu7drKsW9X,Bring back marshal Dune
8592,Cqu7drKsW9X,I'm confused on who the skeleton crew are
8593,Cqu7drKsW9X,Is this animated or live action?
8594,Cqu7drKsW9X,👏👏👏🙌❤️
8595,Cqu7drKsW9X,"The next project-
Star Wars: The Raping of a Franchise."
8596,Cqu7drKsW9X,❤️❤️
8597,Cqu7drKsW9X,Need Star Wars zombies
8598,Cqu7drKsW9X,Looks cool!!
8599,Cqu7drKsW9X,"Damn I missed it when Star Wars was badass and serious. The prequels and the old movies are my movies, plus the clone wars."
8600,Cqu7drKsW9X,Fix Mandalorian.  Its pathetic at this point
8601,Cqu7drKsW9X,🙌🔥
8602,Cqu7drKsW9X,Skeleton Crew sounds good - will help round out the remnant empire era 💯
8603,Cqu7drKsW9X,Gunna be great! What a lovely cast and crew! Treasured experience working on this show!! 🙌❤️🙌
8604,Cqu7drKsW9X,WOOO! LETS GO!!
8605,Cqu7drKsW9X,Is that @aliplumb 3rd left or does he have a twin
8606,Cqu7drKsW9X,@nati.prriv
8607,Cqu7drKsW9X,@logannnn_16
8608,Cqu7drKsW9X,Me so many other Aladdin series fans missing your wonderful beloved funny the Aladdin series so much. Peter Jöback dan Ekborg Anders öjebo some Swedish voices the Aladdin series. So please Disney you have rights the Aladdin series. Can not finally soon enjoy all episodes classic best cartoon Disney series missing the Aladdin series usa Sweden disney plus. @disneyplus @disneytva @disneystudios @disneyanimation @disneyaladdin @disneytvstudios
8609,Cqu3GOrMDne,Just announced? Like a year ago
8610,Cqu3GOrMDne,Remember when Iger said they wouldn't milk Star Wars to death ?  LoL !!!
8611,Cqu3GOrMDne,Will lizzo be the main character in this one?
8612,Cqu3GOrMDne,what is it tho
8613,Cqu3GOrMDne,I don’t even know why they’re talking about this. Bob Iger has said that was canceled.
8614,Cqu3GOrMDne,"More unnecessary series, yesssss🔥"
8615,Cqu3GOrMDne,Yeah problem is it’s going to be Disney style bad guys :(
8616,Cqu3GOrMDne,The original logo was better
8617,Cqu3GOrMDne,What's it about?
8618,Cqu3GOrMDne,Star wars sucks if it is you producing it just stop going for the money and actually make something good.
8619,Cqu3GOrMDne,Need a Vader series
8620,Cqu3GOrMDne,Over saturation of Star Wars and Marvel projects
8621,Cqu3GOrMDne,Add the original logo back
8622,Cqu3GOrMDne,Stop beating the dead horse
8623,Cqu3GOrMDne,Can we get a new movie already. We’ve been getting lame tv shows for the past 4 years. Give us a movie
8624,Cqu3GOrMDne,LOL. MOAR MEDIOCRE STAR WARS!!! MOOOAAAARRR!!!! MUST CONSOOOOOOOOM “CONTENT!!!!”
8625,Cqu3GOrMDne,Logo looks bad
8626,Cqu3GOrMDne,Nope 👎🗑
8627,Cqu3GOrMDne,Has to be better than andor
8628,Cqu3GOrMDne,It wasn’t just announced
8629,Cqu3GOrMDne,You mean just announced in 2019
8630,Cqu3GOrMDne,Disney trying to milk star wars and marvel as much as they can at this point. Money grabs
8631,Cqu3GOrMDne,Wasn’t the lady in charge linked to some shady business with her former boss?
8632,Cqu3GOrMDne,"""just announced"" 😂"
8633,Cqu3GOrMDne,Is this secretly a Darth Revan series?
8634,Cqu3GOrMDne,❤️
8635,Cqu3GOrMDne,"I won’t lie and say I don’t prefer the old logo, but I’m still so excited for this"
8636,Cqu3GOrMDne,#savejulieandthephantoms plss
8637,Cqu3GOrMDne,What's it about???
8638,Cqu3GOrMDne,ANDOR S2 PANEL???
8639,Cqu3GOrMDne,This is show about the bad guys before the phantom Menace happened?
8640,Cqu3GOrMDne,What about lord or death adraas
8641,Cqu3GOrMDne,❤️
8642,Cqu3GOrMDne,"This was announce like 3 or 4 year ago, lying sadly, Star Wars att their worse"
8643,Cqu3GOrMDne,"Bradshaw and Farooq in Star Wars, that will be awesome!"
8644,Cqu3GOrMDne,I AM READY FOR DAFNE KEEN WORLD DOMINATION!!
8645,Cqu3GOrMDne,Lol wasn’t this announced 4 years ago? Probably the only show left from that long list that has since been cancelled. Just take every announcement with a pinch of salt these days #ripstarwars
8646,Cqu3GOrMDne,“Just announced that we’re still doing this one.”
8647,Cqu3GOrMDne,This isn't news lol
8648,Cqu3GOrMDne,if ice spice makes a guest appearance as some new character im done
8649,Cqu3GOrMDne,Don't care because Disney killed star wars
8650,Cqu3GOrMDne,"that's a very exciting one, we need more Star Wars in the past 😀"
8651,Cqu3GOrMDne,@johan786  weer meer!
8652,Cqu3GOrMDne,@goxidebao
8653,Cqu3GOrMDne,@davdark_
8654,Cqu3GOrMDne,@ajmtuhuteru
8655,Cqu3GOrMDne,@highxhopes
8656,Cqu3GOrMDne,@harry._roberts._
8657,Cqu3GOrMDne,@marcosichtermann
8658,Cqu3GOrMDne,😍😍😍
8659,CqtssxkPC6T,Sorry but if I don’t get more episodes of kiff I’m going to cry
8660,CqtssxkPC6T,This show is not gonna do the book justice
8661,CqtssxkPC6T,❤️❤️❤️
8662,CqtssxkPC6T,BINGE WATCHING MOVIES RN 🥸🥸
8663,CqtssxkPC6T,It’s not relevant to this post but you should think seriously to take “finding Michael” down.
8664,CqtssxkPC6T,Jamal?
8665,CqtssxkPC6T,Right. And the ugly Betty reboot?
8666,CqtssxkPC6T,🔥🔥🔥
8667,CqtssxkPC6T,❤️
8668,CqtssxkPC6T,❤️
8669,CqtssxkPC6T,Jamal
8670,CqtssxkPC6T,Jamal?
8671,CqtssxkPC6T,👏👏👏
8672,CqtssxkPC6T,Will general hospital be coming back on on channel abc
8673,CqtssxkPC6T,🔥🔥🔥.
8674,CqtssxkPC6T,🔥🔥🔥🔥
8675,CqtssxkPC6T,The basic plan on Disney plus when?
8676,CqtssxkPC6T,Jalyn shines brighter with every stream! 🌟
8677,CqtssxkPC6T,Anyone needs a Business/Brand Logo or a cartoon version 🎨🖌
8678,CqtssxkPC6T,The small role he had in the shaft Movie is hilarious!!!😂😂😂
8679,CqtE52hPZzX,This is not the way
8680,CqtE52hPZzX,New planet in star wars?
8681,CqtE52hPZzX,"I thought it couldn’t get worse than the Imperial Biscuit scenario, then Lizzo showed up, and it got infinitely worse."
8682,CqtE52hPZzX,They recasted Jabba?
8683,CqtE52hPZzX,These cameos felt so out of place and the episode suffered because of it
8684,CqtE52hPZzX,Is there a dislike button I can press?
8685,CqtE52hPZzX,"Drinking game! Take a shot if:
-Complains about Lizzo and Jack Black in
Star Wars
-A joke about Lizzo, take two if it isn't related to Jabba the Hutt
-Someone says that Star Wars is ruined or along those lines
-Uses ""L""
-Says the season or episode is the worst thing ever or along those lines
- Uses ""mid""
-Comparing it to Marvel
-Claiming someone should be fired
Take two shots if it's a complaint not featured."
8686,CqtE52hPZzX,Why is jobba the hut in the show
8687,CqtE52hPZzX,I was really excited until I found out she wasn’t cast to play the Millennium Falcon
8688,CqtE52hPZzX,Can we please keep lizzo away from anything pop culture? Thanks
8689,CqtE52hPZzX,Not what I was expecting but it was fun
8690,CqtE52hPZzX,This is not the way
8691,CqtE52hPZzX,Man that episode was really disappointing it feels like Mando gets more disconnected from the vibe of the first season more and more jack black is awesome and lizzo seems cool but I don't feel like this was the appropriate platform for that kinda thing
8692,CqtE52hPZzX,Awful casting with Lizzo.
8693,CqtE52hPZzX,İ’m ok with cameos and stuff but this episode literally belonged to she-hulk or sth. Worst epispde of the show 🤦🏻‍♂️
8694,CqtE52hPZzX,April Fools was 5 days ago
8695,CqtE52hPZzX,Ngl this episode felt like a weird ass fever dream
8696,CqtE52hPZzX,Good thing for widescreens
8697,CqtE52hPZzX,This is NOT the way
8698,CqtE52hPZzX,"Definitely the worst episode. These cameos made the whole star wars enterprise feel like a joke and were totally out of place within the show. Please, never again🤦🏻‍♀️"
8699,CqtE52hPZzX,Only bad part of this episode was these two
8700,CqtE52hPZzX,"The moment the scene started I said, “Oh, my God, is that Lizzo?!” This episode was fun!"
8701,CqtE52hPZzX,She was the missing planet
8702,CqtE52hPZzX,This was the lamest episode in the show. Didn’t even look like star wars
8703,CqtE52hPZzX,this is not the way
8704,CqtE52hPZzX,Worst episode ever! I had to delete the Disney app
8705,CqtE52hPZzX,Worst episode in the show
8706,CqtE52hPZzX,The worst episode I have ever seen
8707,CqtE52hPZzX,Worst episode yet.
8708,CqtE52hPZzX,Worst episode the show has ever had
8709,CqtE52hPZzX,Jabba the hut is alive?!
8710,CqtE52hPZzX,
8711,CqtE52hPZzX,
8712,CqtE52hPZzX,I honestly don’t know what I think about this episode. Is it good? Is it bad? I CANT decide. I honestly am so confused about the entire existence of this episode
8713,CqtE52hPZzX,Worst writing ever by far. Set up the actors for failure and gave Bryce Dallas a garbage script. Awful for episode 6 of 8
8714,CqtE52hPZzX,Lmao remember when this show was interesting
8715,CqtE52hPZzX,Y’all ruined the show
8716,CqtE52hPZzX,I’m sure this comment section will be full of rationale and respectful responses
8717,CqtE52hPZzX,"Yoooo, Bowser in Star Wars LMAO."
8718,CqtE52hPZzX,I want to boycott this show bc of Lizzo
8719,CqtE52hPZzX,Wow star wars is dead
8720,CqtE52hPZzX,Boooooooooooooo. That was the worst Star Wars episode of all time
8721,CqtE52hPZzX,I love Lizzo and Jack Black! But this episode just felt like the writers got together and said “We need to have some cameos to try to draw people in!” Didn’t feel like it helped the plot of the show and didn’t feel like Star Wars to me.
8722,CqtE52hPZzX,"This episode was almost unwatchable so awful at every turn. Besides all the woke liberal bs, why is a battle droid running away, and now droids have feelings etc give me a break"
8723,CqtE52hPZzX,How can anyone take this show seriously anymore.
8724,CqtE52hPZzX,I enjoyed this episode. It was fun.
8725,CqtE52hPZzX,Jabba the Hutt is back!
8726,CqtE52hPZzX,I didn’t know Jaba the hutt was In the mandalorian
8727,CqtE52hPZzX,Such a bad episode…
8728,CqtE52hPZzX,Hey Disney! Stop ruining Star Wars
8729,CqrOy-HvR1t,Aqui los que no tenemos DisneyPlus 😥
8730,CqrOy-HvR1t,What nonsense is this
8731,CqrOy-HvR1t,I hope IU makes an appearance and we get to see a small bit of their collaboration process
8732,CqrOy-HvR1t,The one time you don’t get Disney plus💀😔
8733,CqrOy-HvR1t,#SUGAXNBA #SUGA #suga_d_day
8734,CqrOy-HvR1t,Road to what now?
8735,CqrOy-HvR1t,put up a reminder ill share countdown
8736,CqrOy-HvR1t,ohmygod i'm already loving this 😭🙌🏻❤️
8737,CqrOy-HvR1t,Yoongiiiiiiiii
8738,CqrOy-HvR1t,PEOPLE PT 2 BY AGUST D FT IU OUT TOMORROW @ 1PM KST 🥰💜
8739,CqrOy-HvR1t,Chakka
8740,CqrOy-HvR1t,Te amo Yoongi
8741,CqrOy-HvR1t,MIN YOONGI YOU LOOKS SO FINEEEE
8742,CqrOy-HvR1t,OMG YOONGI 😭😭😭😭🔥
8743,CqrOy-HvR1t,Thank suga he is very good singer . When my both leg was fracture i run to stop the music🙌🙌
8744,CqrOy-HvR1t,It’s gonna be a crazy month! 💜
8745,CqrOy-HvR1t,Are you ready ARMY?
8746,CqrOy-HvR1t,OMGHGSG THE KEYS TO THE KINGDOM
8747,CqrOy-HvR1t,Best birthday gift 🤍🥺
8748,CqrOy-HvR1t,#AgustD#suga#minyoongi#BTS 🔥💜🔥
8749,CqrOy-HvR1t,SO EXCITED TO WATCH YOONGI'S STORY AND JOURNEY❤️‍🔥
8750,CqrOy-HvR1t,❤️❤️
8751,CqrOy-HvR1t,💜💜💜
8752,CqrOy-HvR1t,so excited
8753,CqrOy-HvR1t,❤️
8754,CqrOy-HvR1t,ACILIN AMK
8755,CqrOy-HvR1t,OMGG
8756,CqrOy-HvR1t,💜💜💜💜💜💜💜
8757,CqrOy-HvR1t,👏❤️
8758,CqrOy-HvR1t,Who?
8759,CqrOy-HvR1t,can’t wait 🥹🥹🥹
8760,CqrOy-HvR1t,😍😍😍
8761,CqrOy-HvR1t,🔥🔥🔥
8762,CqrOy-HvR1t,"This is going to be amazing! Documentary, album, tour! Army stay fed! 💜"
8763,CqrOy-HvR1t,"It's my birthday, so it's impossibile to forget 🥹💜"
8764,CqrOy-HvR1t,THE POSTER LOOKS AMAZING OHMYYYY
8765,CqrOy-HvR1t,We can’t wait!!!!
8766,CqrOy-HvR1t,OMGGGG 🔥
8767,CqrOy-HvR1t,I have never been more ready. 🔥🔥🔥
8768,CqrOy-HvR1t,LETS GOOOOOO MIN YOONGIIIIII 🔥🔥🔥🔥
8769,CqrOy-HvR1t,😑🤢
8770,CqrOy-HvR1t,People still care for this shit?🤢
8771,CqrOy-HvR1t,H- lebarah di temenin babang suga @kansyafiffah
8772,CqrOy-HvR1t,@himmauliaaaa saiki agusss
8773,CqrOy-HvR1t,@palomarl_
8774,CqrOy-HvR1t,@nakas24
8775,CqrOy-HvR1t,@cli.ar
8776,CqrOy-HvR1t,@giselleac88 creo que esto te interesa
8777,CqrOy-HvR1t,Se viene el mejor documental del rey Min yoongi
8778,CqrOy-HvR1t,@itsnotlilianaa
8779,CqqiosGB_2l,I fr thought this was a poster for a local escape room
8780,CqqiosGB_2l,The “Journey to the Center of the Earth” is practically just another freeway after this many remakes.
8781,CqqiosGB_2l,Idk why they had to reboot that movie
8782,CqqiosGB_2l,"Why would they do this. They don’t even mention the author of the book whose title they’re using for their ‘original series’ (Jules Verne), but worse, they modernised it. Modernised, in that early 2000s My Babysitter’s a Vampire kind of way. Don’t get me wrong, I have nothing against remakes or adaptations, but c’mon ─ you’re giving my best man Otto a mohawk and goatee? The professor would THROW you INTO the centre of the earth in an anaphylactic rage."
8783,CqqiosGB_2l,"come up with one original concept, impossible challenge"
8784,CqqiosGB_2l,Just please stop
8785,CqqiosGB_2l,Spy Kids Steampunk Edition
8786,CqqiosGB_2l,Give me the 1959 version any day of the week with James Mason and the special effects of that time. Makes you feel kinda nostalgic. 😍
8787,CqqiosGB_2l,Was your budget a crisp 100$?
8788,CqqiosGB_2l,If there’s no josh hutcherson there’s no journey 🙄
8789,CqqiosGB_2l,"Didn't know about this , and saw this poster . And honestly , not giving it even a try , it just looks bad"
8790,CqqiosGB_2l,No one wants this
8791,CqqiosGB_2l,So ... another one ruined
8792,CqqiosGB_2l,"Do people not understand that journey to the center of the earth was a book before Brendan Fraser was in a movie semi based on it, and there has been several adaptations of it?"
8793,CqqiosGB_2l,ANOTHER remake?
8794,CqqiosGB_2l,Unless it has Brendan Fraser I don’t want it
8795,CqqiosGB_2l,Zzzzzzzzzzzz
8796,CqqiosGB_2l,Uhh..???
8797,CqqiosGB_2l,And yet I heard Loki season 2 was postponed but we get this😒
8798,CqqiosGB_2l,Brendan Fraser > Disney Plus
8799,CqqiosGB_2l,"Let me guess, they’re gonna try to push their agenda to us?"
8800,CqqiosGB_2l,Another movie that uses dinosaurs that look like they’re from a 90’s kids book
8801,CqqiosGB_2l,No one can replace Bredan Fraser
8802,CqqiosGB_2l,Looks like a bad spy kids remake
8803,CqqiosGB_2l,How about a live version of the Atlantis the lost empire
8804,CqqiosGB_2l,Original series? Wait what the. What did I watch in 2008?
8805,CqqiosGB_2l,Another childhood movie ruined 😢😂
